REFLEX	ETYMA	LEMMA	POS [OLD]	INFLECTION CLASS [OLD]	BASE TAGS [OLD]	REFLEX INFLECTED	ETYMA INFLECTED	INFLECTED TAGS [OLD]	FL2 [[OLD]]	IRREGULARITIES	CUT	ADDED	NOTES	SOURCE [NOTES]
torqueo:	['torkʷejo:']	TORQUEO	Verb	2	1-S-Pr-Act-Ind	torquet	['torkʷejeti']	3-S-Pr-Act-Ind	V3					
torreo:	['torzejo:']	TORREO	Verb	2	1-S-Pr-Act-Ind	torret	['torzejeti']	3-S-Pr-Act-Ind	V3					
torvus	['torgwos']	TORVUS	Adjective	2	Nm-M-S-Ps	torvi:	['torgwi:']	Gn-M-S-Ps	G2			TRUE		
torsi:	['torkwsai']	TORQUEO	Verb	2	1-S-Pf-Act-Ind							TRUE		
tortus	['torkwtos']	TORQUEO	Adjective	2	Nm-M-S-Ps	torti:	['torkwti:']	Gn-M-S-Ps	G2			TRUE		
tot	['toti']	TOT	Determiner	Special								TRUE		
to:le:s	['tonslejes']	TOLES	Noun	3	Nm-M-P	to:lium	['tonsljo:m']	Gn-M-P	G3				toles is pluralia tantum, and it was reconstructed as such.	
to:mentum	['towamentom']	TOMENTUM	Noun	2	Nm-N-S	to:menti:	['towamenti:']	Gn-N-S	G2					
to:nsilla	['tonslila:']	TONSILLA	Noun	1	Nm-F-S	to:nsillae	['tonslila:i:']	Gn-F-S	G1					
to:tus	['toutos']	TOTUS	Adjective	2	Nm-M-S-Ps					PHONOLOGY			[Phonology] If this is the right etymology, then the vowel outcome is Sabellic, not Latin.	
trabs	['trabs']	TRABS	Noun	3	Nm-F-S	trabis	['trabes']	Gn-F-S	G3					
tractus	['traɣtos']	TRAHO	Participle	2	Pf-Psv-Nm-M-S-Ps	tracti:	['traɣti:']	Pf-Psv-Gn-M-S-Ps	G2					
traho:	['traɣo:']	TRAHO	Verb	3	1-S-Pr-Act-Ind	trahit	['traɣeti']	3-S-Pr-Act-Ind	V3					
tra:ns	['tra:nts']	TRANS	Preposition											
tra:xi:	['tra:ɣsai:']	TRAHO	Verb	3	1-S-Pf-Act-Ind							TRUE		
tremo:	['tremo:']	TREMO	Verb	3	1-S-Pr-Act-Ind	tremit	['tremeti']	3-S-Pr-Act-Ind	V3					
tre:s	['trejes']	TRES	Numeral	Special	Nm-M/F-P									
tribus	['triðus' 'triβus']	TRIBUS	Noun	4	Nm-M-S	tribu:s	['triðuos' 'triβuos']	Gn-M-S	G4					
triceps	['triskaputis']	TRICEPS	Adjective	3	Nm-M/F/N-S-Ps									
tri:duum	['trizdiwom']	TRIDUUM	Noun	2	Nm-N-S									
triquetrus	['trikwadros']	TRIQUETRUS	Adjective	2	Nm-M-S-Ps	triquetri:	['trikwadri:']	Gn-M-S-Ps	G2					
tri:stis	['treistis']	TRISTIS	Adjective	3	Nm-M/F-S-Ps									
tru:do:	['troudo:']	TRUDO	Verb	3	1-S-Pr-Act-Ind	tru:dit	['troudeti']	3-S-Pr-Act-Ind	V3					
trux	['druks']	TRUX	Adjective	3	Nm-M/F/N-S-Ps	trucis	['drukes']	Gn-M/F/N-S-Ps	G3			TRUE		
tucca	['tukko']	TUCCA	Noun	1	Nm-F-S									
tudes	['tudets']	TUDES	Noun	3	Nm-M-S	tuditis	['tudetes']	Gn-M-S	G3			TRUE		
tueor	['towejo:r']	TUEOR	Verb	2	1-S-Pr-Dep-Ind	tue:tur	['toweje:eti']	3-S-Pr-Act-Ind	V3					
tum	['tom']	TUM	Adverb		Ps							TRUE		
tumeo:	['tume:o:']	TUMEO	Verb	2	1-S-Pr-Act-Ind	tumet	['tume:eti']	3-S-Pr-Act-Ind	V3					
tundo:	['tundo:']	TUNDO	Verb	3	1-S-Pr-Act-Ind	tundit	['tundeti']	3-S-Pr-Act-Ind	V3					
turdus	['torzdos']	TURDUS	Noun	2	Nm-M-S	turdi:	['torzdi:']	Gn-M-S	G2					
tuus	['towos']	TUUS	Determiner	2	Nm-M-S-Ps									
tu:	['tu:']	TU	Pronoun	Special	Nm-M/F/N-S									
tu:sus	['tudtos']	TUNDO	Participle	2	Pf-Psv-Nm-M-S-Ps	tu:si:	['tudti:']	Pf-Psv-Gn-M-S-Ps	G2	PHONOLOGY			[Phonology] Lachmann's law applies; then, degemination occurs.	
ulci:scor	['olki:sko:r']	ULCISCOR	Verb	3	1-S-Pr-Dep-Ind	ulci:scitur	['olki:sketetor']	3-S-Pr-Dep-Ind	V3			TRUE		
ulcus	['elkos']	ULCUS	Noun	3	Nm-N-S	ulceris	['elkeres']	Gn-N-S	G3					
ulna	['olena:']	ULNA	Noun	1	Nm-F-S	ulnae	['olena:i:']	Gn-F-S	G1					
ulmus	['olmos']	ULMUS	Noun	2	Nm-F-S	ulmi:	['olmi:']	Gn-F-S	G2			TRUE		
ultra:	['oltera:d']	ULTRA	Preposition									TRUE		
ultimus	['oltamos']	ULTER	Adjective	2	Nm-M-S-Ps	ultimi:	['oltami:']	Gn-M-S-Ps	G2			TRUE		
ultus	['olktos']	ULCISCOR	Participle	2	Pf-Dep-Nm-M-S-Ps	ulti:	['olkti:']	Pf-Dep-Gn-M-S-Ps	G2			TRUE		
umbili:cus	['ombeli:kos']	UMBILICUS	Noun	2	Nm-M-S	umbili:ci:	['ombeli:ki:']	Gn-M-S	G2			TRUE		
umbo:	['ombo:n']	UMBO	Noun	3	Nm-M-S	umbo:nis	['ombo:nes']	Gn-M-S	G3			TRUE		
umbra	['unksra:']	UMBRA	Noun	1	Nm-F-S	umbrae	['unksra:i:']	Gn-F-S	G1			TRUE		
umerus	['omezos']	UMERUS	Noun	2	Nm-M-S	umeri:	['omesi:']	Gn-M-S	G2			TRUE		
unctus	['ongʷtos']	UNGO	Adjective	2	Nm-M-S-Ps	uncti:	['ongʷti:']	Gn-M-S-Ps	G2			TRUE		
uncus	['onkos']	UNCUS	Noun	2	Nm-M-S	unci:	['onki:']	Gn-M-S	G2			TRUE		
unda	['udna:']	UNDA	Noun	1	Nm-F-S	undae	['udna:i:']	Gn-F-S	G1			TRUE		
uŋguen	['ongʷen']	UNGUEN	Noun	3	Nm-N-S	uŋguinis	['ongʷenes']	Gn-N-S						
uŋguis	['unguis']	UNGUIS	Noun	3	Nm-M-S	uŋguis	['ungues']	Gn-M-S	G3					
uŋgula	['ongla:']	UNGULA	Noun	1	Nm-F-S	uŋgulae	['ongla:i:']	Gn-F-S	G1			TRUE		
uŋgulus	['ongelos']	UNGULUS	Noun	2	Nm-M-S	uŋguli:	['ongeli:']	Gn-M-S	G2			TRUE		
uŋguo:	['ongʷo:']	UNGUO	Verb	3	1-S-Pr-Act-Ind	uŋguit	['ongʷeti']	3-S-Pr-Act-Ind	V3					
urbs	['worβis']	URBS	Noun	3	Nm-F-S	urbis	['worβes']	Gn-F-S	G3					
urgeo:	['worɣejo:']	URGEO	Verb	2	1-S-Pr-Act-Ind	urget	['worɣejeti']	3-S-Pr-Act-Ind	V3					
ursa	['orssa:']	URSA	Noun	1	Nm-F-S	ursae	['orssa:i:']	Gn-F-S	G1					
ursus	['orssos' 'arktos']	URSUS	Noun	2	Nm-M-S	ursi:	['orssi:' 'arkti:']	Gn-M-S	G2	PHONOLOGY		TRUE	[Phonology] We entered a second etymon variant here. *Orssos is a good candidate for the immediate pre-form, but the real issue with this word is how it developed from the IE *H2rktos. The *arktos form represents an 'early' P. Ital. version. It could be a taboo deformation.	
uter	['udris']	UTER	Noun	3	Nm-M-S	utris	['udres']	Gn-M-S	G3			TRUE		
uterus	['uderos']	UTERUS	Noun	2	Nm-M-S	uderi:	['uteri:']	Gn-M-S	G2	PHONOLOGY		TRUE	[Phonology] -t- from the -tr- of utr-?	
uxor	['ukso:r']	UXOR	Noun	3	Nm-F-S	uxo:ris	['ukso:res']	Gn-F-S	G3					
u:ber	['ouðris']	UBER	Noun	3	Nm-N-S	u:beris	['ouðres']	Gn-N-S	G3					
u:dus	['uwidos']	UDUS	Adjective	2	Nm-M-S-Ps	u:di:	['uwidi:']	Gn-M-S-Ps	G2			TRUE		
u:llus	['oinolos']	ULLUS	Adjective	2	Nm-M-S-Ps									
u:meo:	['u:me:o:']	UMEO	Verb	2	1-S-Pr-Act-Ind	u:met	['u:me:eti']	3-S-Pr-Act-Ind	V3			TRUE		
u:nus	['oinos']	UNUS	Numeral	2	Nm-M-S	u:na	['oina:']	Nm-F-S				TRUE		
u:ro:	['ouzo:']	URO	Verb	3	1-S-Pr-Act-Ind	u:rit	['ouzeti']	3-S-Pr-Act-Ind	V3					
u:sque	['u:skʷe']	USQUE	Adverb		Ps									
u:sus	['oissos']	UTOR	Noun	2	Nm-M-S	u:si:	['oissi:']	Gn-M-S	G2					
u:tor	['oito:r']	UTOR	Verb	3	1-S-Pr-Dep-Ind	u:titur	['oitetor']	3-S-Pr-Dep-Ind	V3					
u:va	['oiwa:']	UVA	Noun	1	Nm-F-S	u:vae	['oiwa:i:']	Gn-F-S	G1			TRUE		
vacca	['wa:ka:']	VACCA	Noun	1	Nm-F-S	vaccae	['wakka:i:']	Gn-F-S	G1	PHONOLOGY			[Phonology] Quantitative metathesis, if a:k is correctly constructed.	
vaco:	['waka:jo:']	VACO	Verb	1	1-S-Pr-Act-Ind	vacat	['waka:jeti']	3-S-Pr-Act-Ind	V3					
vacuus	['wakowos']	VACUUS	Adjective	2	Nm-M-S-Ps	vacui:	['wakowi:']	Gn-M-S-Ps	G2					
vadum	['waðom']	VADUM	Noun	2	Nm-N-S	vadi:	['waði:']	Gn-N-S	G2					
vagus	['wagos']		Adjective	2	Nm-M-S-Ps	vagi:	['wagi:']	Gn-M-S-Ps	G2		TRUE	TRUE		
vae	['wai']	VAE	Interjection											
vafer	['wasros']	VAFER	Adjective	2	Nm-M-S-Ps	vafri:	['wasri:']	Gn-M-S-Ps	G2	BORROWING		TRUE	[Borrowing] The f suggests a Sabellic borrowing; Lat would have b, not f.	
vagus	['wagos']	VAGUS	Adjective	2	Nm-M-S-Ps	vagi:	['wagi:']	Gn-M-S-Ps	G2					
valeo:	['wale:o:']	VALEO	Verb	2	1-S-Pr-Act-Ind	valet	['wale:eti']	3-S-Pr-Act-Ind	V3			TRUE		
vallum	['walsom']	VALLUM	Noun	2	Nm-N-S	valli:	['walsi:']	Gn-N-S	G2			TRUE		
vallus	['wantnelos']	VALLUS	Noun	2	Nm-M-S	valli:	['wantneli:']	Gn-N-S	G2			TRUE		
valva	['wolawa:']	VALVA	Noun	1	Nm-F-S	valvae	['wolawa:i:']	Gn-F-S	G1			TRUE	valvae is pluralia tantum; its singular forms are reconstructed here.	
vannus	['wantnos']	VANNUS	Noun	2	Nm-F-S	vanni:	['wantni:']	Gn-F-S	G2					
vapor	['kwwapo:s']	VAPOR	Noun	3	Nm-M-S	vapo:ris	['kwwapo:ses']	Gn-M-S	G3	PARADIGM LEVELING			[Paradigm Leveling] r from the oblique, o: from the nominative.	
varus	['waros']	VARUS	Adjective	2	Nm-M-S-Ps	vari:	['wari:']	Gn-M-S-Ps	G2			TRUE		
vas	['woss']	VAS	Noun	3	Nm-M-S	vadis	['waðos']	Gn-M-S	G3	PARADIGM LEVELING			[Paradigm Leveling] Vowel of the oblique cases was imported to the nominative.	
va:do:	['wa:ðo:']	VADO	Verb	3	1-S-Pr-Act-Ind	va:dit	['wa:ðeti']	3-S-Pr-Act-Ind	V3					
va:gi:na	['wa:gi:na:']	VAGINA	Noun	1	Nm-F-S	va:gi:nae	['wa:gi:na:i:']	Gn-F-S	G1					
va:gio:	['wa:gijo:']	VAGIO	Verb	4	1-S-Pr-Act-Ind	va:git	['wa:gijeti']	3-S-Pr-Act-Ind	V3			TRUE		
va:nus	['wa:znos']	VANUS	Adjective	2	Nm-M-S-Ps	va:ni:	['wa:zni:']	Gn-M-S-Ps	G2					
va:pulo:	['wa:pela:jo:']	VAPULO	Verb	1	1-S-Pr-Act-Ind	va:pulat	['wa:pela:jeti']	3-S-Pr-Act-Ind	V3			TRUE		
va:s	['wa:ss']	VAS	Noun	3	Nm-N-S	va:sis	['wa:ses']	Gn-N-S	G3					
va:stus	['wa:stos']	VASTUS	Adjective	2	Nm-M-S-Ps	va:sti:	['wa:sti:']	Gn-M-S-Ps	G2			TRUE		
va:te:s	['wa:te:s']	VATES	Noun	3	Nm-M-S	va:tis	['wa:tes']	Gn-M-S	G3					
vectus	['weɣtos']	VEHO	Participle	2	Pf-Psv-Nm-M-S-Ps	vecti:	['weɣti:']	Pf-Psv-Gn-M-S-Ps	G2			TRUE		
vegeo:	['wegejo:']	VEGEO	Verb	2	1-S-Pr-Act-Ind	veget	['wegejeti']	3-S-Pr-Act-Ind	V3					
vehiculum	['weɣitlom']	VEHICULUM	Noun	2	Nm-N-S	vehiculi:	['weɣitli:']	Gn-N-S	G2			TRUE		
veho:	['weɣo:']	VEHO	Verb	3	1-S-Pr-Act-Ind	vehit	['weɣeti']	3-S-Pr-Act-Ind	V3					
vello:	['welno:']	VELLO	Verb	3	1-S-Pr-Act-Ind	vellit	['welneti']	3-S-Pr-Act-Ind	V3					
veneror	['weneza:jo:r']	VENEROR	Verb	1	1-S-Pr-Dep-Ind	venera:tur	['weneza:jetor']	3-S-Pr-Dep-Ind	V3					
vene:num	['weneznom']	VENENUM	Noun	2	Nm-N-S	vene:ni:	['wenezni:']	Gn-N-S	G2					
venia	['wenja:']	VENIA	Noun	1	Nm-F-S	veniae	['wenja:i:']	Gn-F-S	G1					
venio:	['gʷenjo:']	VENIO	Verb	4	1-S-Pr-Act-Ind	venit	['gʷenjeti']	3-S-Pr-Act-Ind	V3					
venter	['wendris']	VENTER	Noun	3	Nm-M-S	ventris	['wendres']	Gn-M-S	G2			TRUE		
ventus_1	['wentos']	VENTUS1	Noun	2	Nm-M-S	venti:	['wenti:']	Gn-N-S	G2					
ventus_2	['gʷentus']	VENTUS2	Noun	2	Nm-M-S	ventu:s	['gʷentuos']	Gn-M-S	G2					
venus	['wenos']	VENUS	Noun	3	Nm-F-S	veneris	['wenezes']	Gn-F-S	G3					
venustus	['wenostos']	VENUSTUS	Adjective	2	Nm-M-S-Ps	venusti:	['wenosti:']	Gn-M-S-Ps	G2					
verbera	['werβesa']	VERBERA	Noun	3	Nm-N-P							TRUE	Originally a plural.	
verbum	['werβom']	VERBUM	Noun	2	Nm-N-S	verbi:	['werβi:']	Gn-N-S	G2					
vereor	['were:o:r']	VEREOR	Verb	2	1-S-Pr-Dep-Ind	vere:tur	['were:etor']	3-S-Pr-Dep-Ind	V3					
vergo:	['wergo:']	VERGO	Verb	3	1-S-Pr-Act-Ind	vergit	['wergeti']	3-S-Pr-Act-Ind	V3					
vermis	['wormis']	VERMIS	Noun	3	Nm-M-S	vermis	['wormes']	Gn-M-S	G3			TRUE		
verre:s	['werse:n']	VERRES	Noun	3	Nm-M-S	verris	['werses']	Gn-M-S	G3	MORPHOLOGY			[Morphology] The e:s is brought in to nominativize the e: that would have resulted from e:n.	
verro:	['worso:']	VERRO	Verb	3	1-S-Pr-Act-Ind	verrit	['worseti']	3-S-Pr-Act-Ind	V3			TRUE		
verru:ca	['worsu:ka:']	VERRUCA	Noun	1	Nm-F-S	verru:cae	['worsu:ka:i:']	Gn-F-S	G2			TRUE		
versus	['worssos']	VERTO	Participle	2	Pf-Psv-Nm-M-S-Ps	versi:	['worssi:']	Pf-Psv-Gn-M-S-Ps	G2					
verto:	['werto:']	VERTO	Verb	3	1-S-Pr-Act-Ind	vertit	['werteti']	3-S-Pr-Act-Ind	V3					
veru:	['gʷeru']	VERU	Noun	4	Nm-N-S	veru:s	['gʷeruos']	Gn-N-S	G4					
vespa	['wopsa:']	VESPA	Noun	1	Nm-F-S	vespae	['wopsa:i:']	Gn-F-S	G1	PHONOLOGY			[Phonology] Metathesis of -ps-.	
vesper	['weksperos']	VESPER	Noun	2	Nm-M-S	vesperi:	['weksperi:']	Gn-M-S	G2					
vester	['westeros']	VESTER	Determiner	2	Nm-M-S-Ps	vestri:	['westeri:']	Gn-M-S-Ps	G2					
vesti:gium	['werstiagjom']	VESTIGIUM	Noun	2	Nm-N-S	vestigi:	['werstiagji:']	Gn-N-S	G2			TRUE		
vestis	['westis']	VESTIS	Noun	3	Nm-F-S	vestis	['westes']	Gn-F-S	G3					
veto:	['wota:jo:']	VETO	Verb	1	1-S-Pr-Act-Ind	vetat	['wota:jeti']	3-S-Pr-Act-Ind	V3			TRUE		
vetus	['wetos']	VETUS	Adjective	3	Nm-M/F/N-S-Ps	veteris	['wetezos']	Gn-M/F/N-S-Ps	G3					
vetustus	['wetustos']	VETUSTUS	Adjective	2	Nm-M-S-Ps	vetusti:	['wetusti:']	Gn-M-S-Ps	G2			TRUE		
vexo:	['weɣsa:jo:']	VEXO	Verb	1	1-S-Pr-Act-Ind	vexat	['weɣsa:jeti']	3-S-Pr-Act-Ind	V3			TRUE		
ve:lum	['wekslom']	VELUM	Noun	2	Nm-N-S	ve:li:	['weksli:']	Gn-N-S	G2					
ve:na	['wezna:']	VENA	Noun	1	Nm-F-S	ve:nae	['wezna:i:']	Gn-F-S	G1			TRUE		
ve:num	['weznom']	VENUM	Noun	2	Ac-M-S							TRUE		
ve:nor	['we:na:jo:r']	VENOR	Verb	1	1-S-Pr-Dep-Ind	ve:na:tur	['we:na:jetor']	3-S-Pr-Dep-Ind	V3					
ve:r	['wezor']	VER	Noun	3	Nm-N-S	ve:ris	['weznos']	Gn-N-S	G3	PARADIGM LEVELING			[Paradigm Leveling] The paradigm was an old r/n stem, but wholly remodelled.	
ve:rus	['we:ros']	VERUS	Adjective	2	Nm-M-S-Ps	ve:ri:	['we:ri:']	Gn-M-S-Ps	G2					
ve:scor	['we:sko:r']	VESCOR	Verb	3	1-S-Pr-Dep-Ind	ve:scitur	['we:sketor']	3-S-Pr-Dep-Ind	V3			TRUE		
ve:xillum	['wekslolom']	VEXILLUM	Noun	2	Nm-N-S	ve:xilli:	['weksloli:']	Gn-N-S	G2					
ve:xi:	['weɣsai']	VEHO	Verb	3	1-S-Pf-Act-Ind							TRUE		
via	['wija:']	VIA	Noun	1	Nm-F-S	viae	['wija:i:']	Gn-F-S	G2					
vibro:	['wibra:jo:']	VIBRO	Verb	1	1-S-Pr-Act-Ind	vibrat	['wibra:jeti']	3-S-Pr-Act-Ind	V3					
video:	['wide:o:']	VIDEO	Verb	2	1-S-Pr-Act-Ind	videt	['wide:eti']	3-S-Pr-Act-Ind	V3					
viduus	['wiðowos']	VIDUUS	Adjective	2	Nm-M-S-Ps	vidui:	['wiðowi:']	Gn-M-S-Ps	G2					
vieo:	['wijejo:']	VIEO	Verb	2	1-S-Pr-Act-Ind	viet	['wijejeti']	3-S-Pr-Act-Ind	V3					
vigeo:	['wege:o:']	VIGEO	Verb	2	1-S-Pr-Act-Ind	viget	['wege:eti']	3-S-Pr-Act-Ind	V3	PHONOLOGY			[Phonology] Raising of e to i after labial?	
vincio:	['winkjo:']	VINCIO	Verb	4	1-S-Pr-Act-Ind	vincit	['winkjeti']	3-S-Pr-Act-Ind	V3					
vinco:	['winko:']	VINCO	Verb	3	1-S-Pr-Act-Ind	vincit	['winketi']	3-S-Pr-Act-Ind	V3					
violo:	['wijela:o:']	VIOLO	Verb	1	1-S-Pr-Act-Ind	violat	['wijela:jeti']	3-S-Pr-Act-Ind	V3			TRUE		
vir	['wiros']	VIR	Noun	2	Nm-M-S	viri:	['wiri:']	Gn-M-S	G2					
vireo:	['wize:o:']	VIREO	Verb	2	1-S-Pr-Act-Ind	viret	['wize:eti']	3-S-Pr-Act-Ind	V3					
virga	['wizga:']	VIRGA	Noun	1	Nm-F-S	virgae	['wizga:i:']	Gn-F-S	G1	PHONOLOGY			[Phonology] Normally z drops before a voiced consonant, lengthening the preceding vowel, but very unusually it seems to rhotacize before g.	
viridis	['wejziðis']	VIRIDIS	Adjective	3	Nm-M/F-S-Ps							TRUE		
vitium	['witjom']	VITIUM	Noun	2	Nm-N-S	viti:	['witji:']	Gn-N-S	G2					
vitrum	['wedrom']	VITRUM	Noun	2	Nm-N-S	vitri:	['wedri:']	Gn-N-S	G2	PHONOLOGY			[Phonology] Raising after labial.	
vitulus	['wetolos']	VITULUS	Noun	2	Nm-M-S	vituli:	['wetoli:']	Gn-M-S	G2	PHONOLOGY		TRUE	[Phonology] Raising after labial.	
vix	['wiks' 'wiksu']	VIX	Adverb		Ps									
vi:cus	['weikos']	VICUS	Noun	2	Nm-M-S	vi:ci:	['weiki:']	Gn-M-S	G2					
vi:ginti:	['wi:kenti:']	VIGINTI	Numeral							ASSOCIATION, PHONOLOGY			[Association] The g may be from the regular -mk- > -ng- in 'seventy'.  [Phonology] "ent" raised to "int" between two other i's?	
vi:lis	['weslis']	VILIS	Adjective	3	Nm-M/F-S-Ps	vi:lis	['wesles']	Gn-M/F-S-Ps	G3	PHONOLOGY			[Phonology] Raising after labial?	
vi:lla	['weiksla:']	VILLA	Noun	1	Nm-F-S									
vi:lla:	['weiksla:']	VILLA	Noun	1	Nm-F-S									
vi:men	['weimen']	VIMEN	Noun	3	Nm-N-S	vi:minis	['weimenes']	Gn-N-S	G3					
vi:mentum	['weimentom']	VIMENTUM	Noun	2	Nm-N-S									
vi:num	['woinom']	VINUM	Noun	2	Nm-N-S	vi:ni:	['woini:']	Gn-N-S	G2					
vi:pera	['weipeza:']	VIPERA	Noun	1	Nm-F-S	vi:perae	['weipeza:i:']	Gn-F-S	G1			TRUE		
vi:rus	['weizos']	VIRUS	Noun	2	Nm-N-S	vi:ri:	['weizi:']	Gn-N-S	G2					
vi:s	['wi:s']	VIS	Noun	3	Nm-F-S									
vi:so:	['weidso:']	VISO	Verb	3	1-S-Pr-Act-Ind	vi:sit	['weidseti']	3-S-Pr-Act-Ind	V3					
vi:sus	['weidtos']	VIDEO	Participle	2	Pf-Psv-Nm-M-S-Ps	vi:si:	['weidti:']	Pf-Psv-Gn-M-S-Ps	G2					
vi:ta	['gʷi:ta:']	VITA	Noun	1	Nm-F-S	vi:tae	['gʷi:ta:i:']	Gn-F-S	G1					
vi:tis	['wi:tis']	VITIS	Noun	3	Nm-F-S	vi:tis	['wi:tes']	Gn-F-S	G3			TRUE		
vi:vo:	['gʷi:wo:']	VIVO	Verb	3	1-S-Pr-Act-Ind	vi:vit	['gʷi:weti']	3-S-Pr-Act-Ind	V3					
vi:vus	['gʷi:wos']	VIVUS	Adjective	2	Nm-M-S-Ps	vi:vi:	['gʷi:wi:']	Gn-M-S-Ps	G2					
vola	['wela:']	VOLA	Noun	1	Nm-F-S	volae	['wela:i:']	Gn-F-S	G1					
volo:_1	['welo:']	VOLO1	Verb	Special	1-S-Pr-Act-Ind	vult	['welti']	3-S-Pr-Act-Ind	V3					
volo:_2	['gʷela:jo:']	VOLO2	Verb	1	1-S-Pr-Act-Ind	volat	['gʷela:jeti']	3-S-Pr-Act-Ind	V3					
voltus	['weltus']	VOLTUS	Noun	4	Nm-M-S	voltu:s	['weltuos']	Gn-M-S	G4			TRUE		
volup	['welopi']	VOLUP	Adverb		Ps							TRUE		
volva	['welwa:']	VOLVA	Noun	1	Nm-F-S	volvae	['welwa:i:']	Gn-F-S	G2			TRUE		
volvo:	['welwo:']	VOLVO	Verb	3	1-S-Pr-Act-Ind	volvit	['welweti']	3-S-Pr-Act-Ind	V3			TRUE		
vomo:	['wemo:']	VOMO	Verb	3	1-S-Pr-Act-Ind	vomit	['wemeti']	3-S-Pr-Act-Ind	V3					
voro:	['wera:jo:']	VORO	Verb	1	1-S-Pr-Act-Ind	vorat	['wera:jeti']	3-S-Pr-Act-Ind	V3			TRUE		
voveo:	['wogʷejo:']	VOVEO	Verb	2	1-S-Pr-Act-Ind	vovet	['wogʷejeti']	3-S-Pr-Act-Ind	V3					
vo:mis	['woɣsmis']	VOMIS	Noun	3	Nm-M-S	vo:meris	['woɣsmezes']	Gn-M-S	G3	PARADIGM LEVELING			[Paradigm Leveling] The original nominative was vo:mis and is attested; later vo:mer is created analogically.	
vo:s	['wo:s']	VOS	Pronoun	Special	Nm-M/F/N-P									
vo:tus	['wogʷetos']	VOTUS	Participle	2	Pf-Psv-Nm-M-S-Ps	vo:ti:	['wogʷeti:']	Pf-Psv-Gn-M-S-Ps	G2					
vo:x	['wo:ks']	VOX	Noun	3	Nm-F-S	vo:cis	['wo:kes']	Gn-F-S	G3					
vulnero:	['welaneza:jo:']	VULNERO	Verb	1	1-S-Pr-Act-Ind	vulnerat	['welaneza:jeti']	3-S-Pr-Act-Ind	V3					
vulnus	['welanos']	VULNUS	Noun	3	Nm-N-S	vulneris	['welenozes']	Gn-N-S	G3					
vulpe:s	['wolpis']	VULPES	Noun	3	Nm-F-S	vulpis	['wolpes']	Gn-F-S	G3	MORPHOLOGY			[Morphology] One of those -e:s noms.	
